tconst,primaryTitle,originalTitle,startYear,decade,runtimeMinutes,primaryGenre,genres,averageRating,numVotes,ratingCategory,popularityTier,hasDirector,directors,writers
tt0187251,Lovers Lane,Lovers Lane,2000.0,2000.0,90,Horror,"Horror,Mystery,Thriller",4.3,1710,Poor (<5.0),Known (1K-10K),True,nm0911642,"nm0588387,nm0891527"
tt0187279,Meri Biwi Ka Jawab Nahin,Meri Biwi Ka Jawab Nahin,2004.0,2000.0,150,Action,"Action,Comedy,Romance",3.6,834,Poor (<5.0),Niche (<1K),True,"nm0660967,nm2386250,nm1346458",
tt0187387,Living the Life,Living the Life,2000.0,2000.0,90,Crime,"Crime,Drama",5.6,148,Below Average (5.0-5.9),Niche (<1K),True,nm0613011,"nm1867300,nm0788503"
tt0187393,The Patriot,The Patriot,2000.0,2000.0,165,Action,"Action,Drama,War",7.2,311343,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0000386,nm0734441
tt0187474,The King's Daughters,Saint-Cyr,2000.0,2000.0,119,Drama,"Drama,History,Romance",6.0,737,Average (6.0-6.9),Niche (<1K),True,nm0563440,"nm0199517,nm1293321,nm0563440,nm0859666"
tt0187512,She Gets What She Wants,"Slap Her, She's French!",2002.0,2000.0,88,Comedy,"Comedy,Romance",5.1,5952,Below Average (5.0-5.9),Known (1K-10K),True,nm0563039,"nm0198938,nm0455214"
tt0187559,Playing Mona Lisa,Playing Mona Lisa,2000.0,2000.0,97,Comedy,Comedy,5.8,1001,Below Average (5.0-5.9),Known (1K-10K),True,nm0003953,"nm0293216,nm0209856"
tt0187696,Anatomy,Anatomie,2000.0,2000.0,103,Horror,"Horror,Thriller",6.0,14608,Average (6.0-6.9),Popular (10K-50K),True,nm0752328,"nm1141289,nm0752328"
tt0187738,Blade II,Blade II,2002.0,2000.0,117,Action,"Action,Horror,Sci-Fi",6.7,251450,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0868219,"nm0938379,nm0170160,nm0275286"
tt0187750,Primary Suspect,Primary Suspect,2000.0,2000.0,91,Action,"Action,Mystery,Thriller",4.7,399,Poor (<5.0),Niche (<1K),True,nm0147985,"nm0023371,nm0081514,nm0147985,nm0382080,nm0568311"
tt0187761,Brooklyn Sonnet,Brooklyn Sonnet,2000.0,2000.0,95,Action,"Action,Drama",5.8,123,Below Average (5.0-5.9),Niche (<1K),True,nm0506812,nm0627604
tt0187880,Highway Society,Highway Society,2000.0,2000.0,90,Comedy,"Comedy,Crime,Drama",5.7,175,Below Average (5.0-5.9),Niche (<1K),True,nm0442455,"nm0047646,nm0442455"
tt0188028,Legacy,Legacy,2000.0,2000.0,90,Documentary,Documentary,6.9,165,Average (6.0-6.9),Niche (<1K),True,nm0501781,nm0501781
tt0188045,Magicians,Magicians,2000.0,2000.0,108,Comedy,Comedy,5.4,329,Below Average (5.0-5.9),Niche (<1K),True,nm0580669,nm0580669
tt0188055,Mercy,Mercy,2000.0,2000.0,117,Mystery,"Mystery,Thriller",5.3,2569,Below Average (5.0-5.9),Known (1K-10K),True,nm0364578,"nm0512349,nm0364578"
tt0188128,Very Annie Mary,Very Annie Mary,2001.0,2000.0,104,Comedy,"Comedy,Musical",6.6,1383,Average (6.0-6.9),Known (1K-10K),True,nm0837406,nm0837406
tt0188135,The Geography of Fear,Pelon maantiede,2000.0,2000.0,95,Crime,"Crime,Drama,Mystery",5.5,440,Below Average (5.0-5.9),Niche (<1K),True,nm0544122,"nm0544122,nm0442450"
tt0188160,Price of Glory,Price of Glory,2000.0,2000.0,118,Drama,"Drama,Sport",6.2,951,Average (6.0-6.9),Niche (<1K),True,nm0959665,nm0074319
tt0188453,Birthday Girl,Birthday Girl,2001.0,2000.0,93,Comedy,"Comedy,Crime,Thriller",6.0,27106,Average (6.0-6.9),Popular (10K-50K),True,nm0125336,"nm0125358,nm0125336"
tt0188518,Complicity,Complicity,2000.0,2000.0,99,Drama,"Drama,Thriller",5.8,974,Below Average (5.0-5.9),Niche (<1K),True,nm0587669,"nm0052169,nm0255669"
tt0188688,Insatiable Wives,Insatiable Wives,2000.0,2000.0,78,Drama,"Drama,Fantasy,Romance",4.4,206,Poor (<5.0),Niche (<1K),True,nm0781230,nm0370460
tt0189192,Just Visiting,Just Visiting,2001.0,2000.0,88,Adventure,"Adventure,Comedy,Fantasy",5.7,21134,Below Average (5.0-5.9),Popular (10K-50K),True,nm0688585,"nm0688585,nm0002010,nm0000455"
tt0189456,Cut,Cut,2000.0,2000.0,82,Comedy,"Comedy,Horror,Mystery",4.4,4059,Poor (<5.0),Known (1K-10K),True,nm0719320,"nm0912442,nm0483953"
tt0189509,Turbulence,Estorvo,2000.0,2000.0,95,Drama,Drama,5.4,192,Below Average (5.0-5.9),Niche (<1K),True,nm0346087,"nm0117770,nm0346028,nm0346087"
tt0189541,Gabriela,Gabriela,2001.0,2000.0,93,Drama,"Drama,Romance",4.8,1614,Poor (<5.0),Known (1K-10K),True,nm0589488,nm0589488
tt0189960,The Heart's Root,A Raiz do Coração,2000.0,2000.0,118,Drama,Drama,5.5,107,Below Average (5.0-5.9),Niche (<1K),True,nm0733846,"nm0293865,nm0347310,nm0733846,nm0910609"
tt0189998,Shadow of the Vampire,Shadow of the Vampire,2000.0,2000.0,92,Drama,"Drama,Horror",6.9,47564,Average (6.0-6.9),Popular (10K-50K),True,nm0580729,nm0006512
tt0190052,Surrender,Surrender,2000.0,2000.0,94,Drama,"Drama,Fantasy,Romance",4.2,142,Poor (<5.0),Niche (<1K),True,nm0003917,nm0727162
tt0190138,The Whole Nine Yards,The Whole Nine Yards,2000.0,2000.0,98,Comedy,"Comedy,Crime",6.7,136027,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0528718,nm0438449
tt0190273,Blood,Blood,2000.0,2000.0,84,Horror,Horror,4.9,251,Poor (<5.0),Niche (<1K),True,nm0134659,nm0134659
tt0190331,30 Days,30 Days,2006.0,2000.0,93,Drama,"Drama,Sport",4.1,207,Poor (<5.0),Niche (<1K),True,nm0430606,
tt0190332,"Crouching Tiger, Hidden Dragon",Wo hu cang long,2000.0,2000.0,120,Action,"Action,Adventure,Drama",7.9,293334,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0000487,"nm0910924,nm0770005,nm0874631,nm0238893"
tt0190346,The Dancer,The Dancer,2000.0,2000.0,89,Drama,Drama,5.7,1130,Below Average (5.0-5.9),Known (1K-10K),True,nm0308592,"nm0000108,nm0438271"
tt0190374,Dungeons & Dragons,Dungeons & Dragons,2000.0,2000.0,107,Action,"Action,Adventure,Fantasy",3.7,37789,Poor (<5.0),Popular (10K-50K),True,nm0813309,"nm0510229,nm0142154,nm0350436"
tt0190398,Flight of Fancy,Flight of Fancy,2000.0,2000.0,96,Family,Family,5.1,260,Below Average (5.0-5.9),Niche (<1K),True,nm0704497,"nm0704497,nm0615556,nm0447174"
tt0190524,Left Behind: The Movie,Left Behind,2000.0,2000.0,96,Action,"Action,Drama,Fantasy",4.4,11107,Poor (<5.0),Popular (10K-50K),True,nm0765225,"nm0568416,nm0482510,nm0329123,nm0420874,nm0481542"
tt0190590,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",2000.0,2000.0,107,Adventure,"Adventure,Comedy,Crime",7.7,350256,Good (7.0-7.9),Blockbuster (100K+ votes),True,"nm0001054,nm0001053","nm0392955,nm0001053,nm0001054"
tt0190736,Sand,Sand,2000.0,2000.0,89,Drama,Drama,4.3,669,Poor (<5.0),Niche (<1K),True,nm0658585,nm0658585
tt0190861,Vatel,Vatel,2000.0,2000.0,103,Biography,"Biography,Drama,History",6.6,8567,Average (6.0-6.9),Known (1K-10K),True,nm0423646,"nm0479738,nm0001779"
tt0190865,Vertical Limit,Vertical Limit,2000.0,2000.0,124,Action,"Action,Adventure,Drama",6.0,68899,Average (6.0-6.9),Major (50K-100K),True,nm0132709,"nm0455207,nm0371249"
tt0190938,Swindle,$windle,2002.0,2000.0,93,Action,"Action,Crime,Drama",5.4,1050,Below Average (5.0-5.9),Known (1K-10K),True,nm0059686,"nm0059686,nm0781709"
tt0190975,Low-Flying Aircraft,Aparelho Voador a Baixa Altitude,2002.0,2000.0,80,Drama,"Drama,Sci-Fi,Thriller",6.0,329,Average (6.0-6.9),Niche (<1K),True,nm0635145,"nm0050618,nm0635145,nm1171466,nm0910609"
tt0190994,Cold Blooded,Bad Faith,2000.0,2000.0,97,Crime,"Crime,Drama,Thriller",4.6,158,Poor (<5.0),Niche (<1K),True,nm0103523,nm0011021
tt0191010,Heartland of Darkness,Heartland of Darkness,2022.0,2020.0,102,Horror,Horror,5.2,187,Below Average (5.0-5.9),Niche (<1K),True,nm0842379,nm0842379
tt0191037,Circus,Circus,2000.0,2000.0,95,Crime,"Crime,Drama,Thriller",5.5,2449,Below Average (5.0-5.9),Known (1K-10K),True,nm0908148,nm0517539
tt0191074,New Best Friend,New Best Friend,2002.0,2000.0,91,Drama,"Drama,Mystery,Thriller",5.3,3610,Below Average (5.0-5.9),Known (1K-10K),True,nm0165062,nm0835194
tt0191133,The Fighting Temptations,The Fighting Temptations,2003.0,2000.0,123,Comedy,"Comedy,Drama,Music",5.6,7969,Below Average (5.0-5.9),Known (1K-10K),True,nm0528718,"nm0402804,nm0666392"
tt0191161,Light Drops,O Gotejar da Luz,2002.0,2000.0,103,Drama,Drama,6.8,131,Average (6.0-6.9),Niche (<1K),True,nm0892968,"nm0892968,nm1133548"
tt0191242,The Last Stop,The Last Stop,2000.0,2000.0,94,Thriller,Thriller,5.1,666,Below Average (5.0-5.9),Niche (<1K),True,nm0540468,nm0838857
tt0191397,The Replacements,The Replacements,2000.0,2000.0,118,Comedy,"Comedy,Sport",6.6,74160,Average (6.0-6.9),Major (50K-100K),True,nm0222043,nm0571706
tt0191636,Widow of St. Pierre,La veuve de Saint-Pierre,2000.0,2000.0,112,Drama,"Drama,History,Romance",7.1,5867,Good (7.0-7.9),Known (1K-10K),True,nm0496312,"nm0267064,nm0496312"
tt0191754,28 Days,28 Days,2000.0,2000.0,103,Comedy,"Comedy,Drama",6.1,57505,Average (6.0-6.9),Major (50K-100K),True,nm0858525,nm0335666
tt0191996,Essex Boys,Essex Boys,2000.0,2000.0,102,Action,"Action,Crime,Drama",6.1,4501,Average (6.0-6.9),Known (1K-10K),True,nm0935528,"nm0691131,nm0935528"
tt0192023,Finder's Fee,Finder's Fee,2001.0,2000.0,100,Drama,"Drama,Thriller",6.2,3645,Average (6.0-6.9),Known (1K-10K),True,nm0698251,"nm0698251,nm0347732"
tt0192071,Get Over It,Get Over It,2001.0,2000.0,87,Comedy,"Comedy,Romance",5.7,20874,Below Average (5.0-5.9),Popular (10K-50K),True,nm0641373,nm0281592
tt0192111,Head Over Heels,Head Over Heels,2001.0,2000.0,86,Comedy,"Comedy,Mystery,Romance",5.5,16003,Below Average (5.0-5.9),Popular (10K-50K),True,nm0914132,"nm0833828,nm0214036,nm0452235,nm0120816"
tt0192126,Honest,Honest,2000.0,2000.0,110,Comedy,"Comedy,Crime,Romance",4.2,672,Poor (<5.0),Niche (<1K),True,nm0347465,"nm0166074,nm0478588,nm0347465,nm0834082"
tt0192237,Leo und Claire,Leo und Claire,2001.0,2000.0,103,Drama,"Drama,Romance",6.7,157,Average (6.0-6.9),Niche (<1K),True,nm0005917,"nm0459996,nm0463210,nm0725305,nm0005917"
tt0192255,The Little Vampire,The Little Vampire,2000.0,2000.0,95,Adventure,"Adventure,Comedy,Family",5.8,12494,Below Average (5.0-5.9),Popular (10K-50K),True,nm0248942,"nm0814008,nm0456732,nm0933733"
tt0192295,Marlene,Marlene,2000.0,2000.0,125,Biography,"Biography,Drama,Music",5.8,692,Below Average (5.0-5.9),Niche (<1K),True,nm0005917,nm0679321
tt0192407,Otto - Der Katastrofenfilm,Otto - Der Katastrofenfilm,2000.0,2000.0,92,Comedy,Comedy,4.3,1815,Poor (<5.0),Known (1K-10K),True,nm0648740,"nm0251760,nm0074920,nm0905102"
tt0192455,Picking Up the Pieces,Picking Up the Pieces,2000.0,2000.0,95,Comedy,"Comedy,Crime,Fantasy",4.7,4049,Poor (<5.0),Known (1K-10K),True,nm0000778,nm0006797
tt0192528,Heaven & Hell,Reverse Heaven,2018.0,2010.0,104,Drama,Drama,3.2,165,Poor (<5.0),Niche (<1K),True,nm0667001,nm0667001
tt0192614,The Skulls,The Skulls,2000.0,2000.0,106,Action,"Action,Crime,Drama",5.6,35205,Below Average (5.0-5.9),Popular (10K-50K),True,nm0003418,nm0688282
tt0192678,Tierra del Fuego,Tierra del Fuego,2000.0,2000.0,108,Drama,Drama,5.2,198,Below Average (5.0-5.9),Niche (<1K),True,nm0514493,"nm0172943,nm0346096,nm0514493,nm1119357,nm0784720"
tt0192719,No Alibi,No Alibi,2000.0,2000.0,90,Crime,"Crime,Drama,Mystery",4.8,719,Poor (<5.0),Niche (<1K),True,nm0685923,"nm0437328,nm0769782,nm0820386"
tt0192731,Urban Legends: Final Cut,Urban Legends: Final Cut,2000.0,2000.0,97,Horror,"Horror,Mystery",4.4,20179,Poor (<5.0),Popular (10K-50K),True,nm0653211,"nm0395531,nm0090199,nm0220600"
tt0192788,Where the Red Fern Grows,Where the Red Fern Grows,2003.0,2000.0,86,Drama,"Drama,Family",6.4,1498,Average (6.0-6.9),Known (1K-10K),True,"nm0206767,nm0683578","nm0712681,nm0829342,nm0482950,nm0206767,nm0683578"
tt0192912,Married 2 Malcolm,Married 2 Malcolm,2000.0,2000.0,76,Comedy,Comedy,4.2,132,Poor (<5.0),Niche (<1K),True,nm0148115,"nm3593857,nm3583450"
tt0192949,Stardom,Stardom,2000.0,2000.0,100,Comedy,"Comedy,Drama",5.7,1899,Below Average (5.0-5.9),Known (1K-10K),True,nm0000780,"nm0000780,nm0693017"
tt0193135,Enemies of Laughter,Enemies of Laughter,2000.0,2000.0,90,Comedy,"Comedy,Romance",5.6,216,Below Average (5.0-5.9),Niche (<1K),True,nm0871456,nm0581725
tt0193318,Merlin: The Return,Merlin: The Return,2000.0,2000.0,90,Adventure,"Adventure,Family,Fantasy",3.0,963,Poor (<5.0),Niche (<1K),True,nm0560135,nm0560135
tt0193364,The Order,The Order,2001.0,2000.0,89,Action,"Action,Adventure,Comedy",4.7,10099,Poor (<5.0),Popular (10K-50K),True,nm0504802,"nm0002659,nm0000241"
tt0193537,Summer Rain,Summer Rain,2001.0,2000.0,92,Comedy,"Comedy,Romance",4.2,114,Poor (<5.0),Niche (<1K),True,nm0322539,"nm0322539,nm0726239"
tt0193545,Looking for Leonard,Looking for Leonard,2002.0,2000.0,87,Comedy,"Comedy,Crime,Drama",5.7,201,Below Average (5.0-5.9),Niche (<1K),True,"nm0084388,nm0164531","nm0084388,nm0164531"
tt0193560,Texas Rangers,Texas Rangers,2001.0,2000.0,90,Action,"Action,Adventure,Drama",5.3,6682,Below Average (5.0-5.9),Known (1K-10K),True,"nm0591171,nm9555634","nm0244078,nm0123913,nm0178638"
tt0193701,Accelerator,Accelerator,2000.0,2000.0,86,Action,"Action,Comedy",6.2,527,Average (6.0-6.9),Niche (<1K),True,nm0614772,"nm0614772,nm0829637"
tt0193741,Badding,Badding,2000.0,2000.0,103,Biography,"Biography,Comedy,Drama",5.9,1471,Below Average (5.0-5.9),Known (1K-10K),True,nm0702522,"nm2613590,nm0582623,nm0702522"
tt0193854,A Shot at Glory,A Shot at Glory,2000.0,2000.0,114,Drama,"Drama,Sport",6.2,2657,Average (6.0-6.9),Known (1K-10K),True,nm0180912,nm0642137
tt0193859,Dangerous Curves,Dangerous Curves,2000.0,2000.0,86,Crime,"Crime,Thriller",4.4,126,Poor (<5.0),Niche (<1K),True,nm0191584,nm0228970
tt0194026,A Charming Mass Suicide,Hurmaava joukkoitsemurha,2000.0,2000.0,118,Comedy,Comedy,5.7,691,Below Average (5.0-5.9),Niche (<1K),True,nm0463740,"nm0463740,nm0654984"
tt0194027,"Abandoned Houses, Empty Homes","Hylätyt talot, autiot pihat",2000.0,2000.0,103,Drama,"Drama,War",5.6,322,Below Average (5.0-5.9),Niche (<1K),True,nm0879513,"nm0879513,nm0383214,nm0661502"
tt0194104,Leak,Lek,2000.0,2000.0,105,Action,"Action,Crime,Thriller",7.0,3058,Good (7.0-7.9),Known (1K-10K),True,nm0892400,"nm0905099,nm0885911,nm0892400"
tt0194218,Panic,Panic,2000.0,2000.0,88,Comedy,"Comedy,Crime,Drama",6.6,9692,Average (6.0-6.9),Known (1K-10K),True,nm0111303,nm0111303
tt0194368,Chain of Fools,Chain of Fools,2000.0,2000.0,98,Comedy,"Comedy,Crime",6.0,4590,Average (6.0-6.9),Known (1K-10K),True,"nm0530579,nm1969399",nm0803771
tt0194410,The Stray,The Stray,2000.0,2000.0,90,Thriller,Thriller,4.3,508,Poor (<5.0),Niche (<1K),True,nm0595136,nm0192463
tt0194519,We Married Margo,We Married Margo,2000.0,2000.0,85,Comedy,Comedy,6.8,385,Average (6.0-6.9),Niche (<1K),True,nm0788526,"nm0788526,nm0236547"
tt0194852,Un amor de Borges,Un amor de Borges,2000.0,2000.0,92,Drama,Drama,7.0,120,Good (7.0-7.9),Niche (<1K),True,nm0868378,"nm0261816,nm0868378"
tt0195001,Kanak Attack,Kanak Attack,2000.0,2000.0,86,Drama,Drama,6.7,897,Average (6.0-6.9),Niche (<1K),True,nm0065496,"nm0952080,nm0943480,nm0065496"
tt0195119,Osmosis,Osmose,2003.0,2000.0,75,Comedy,"Comedy,Drama,Romance",5.9,103,Below Average (5.0-5.9),Niche (<1K),True,nm0270830,nm0270830
tt0195234,Saving Grace,Saving Grace,2000.0,2000.0,93,Comedy,"Comedy,Crime",6.9,20078,Average (6.0-6.9),Popular (10K-50K),True,nm0170719,"nm0189596,nm0272401"
tt0195308,Starforce,Starforce,2000.0,2000.0,93,Action,"Action,Sci-Fi,Thriller",4.2,427,Poor (<5.0),Niche (<1K),True,"nm0397791,nm0437182",nm0744040
tt0195352,Total Loss,Total Loss,2000.0,2000.0,95,Drama,Drama,6.1,125,Average (6.0-6.9),Niche (<1K),True,nm0623937,"nm0623937,nm0752244,nm0941881,nm0311696"
tt0195393,Harold Robbins' Body Parts,Vital Parts,2001.0,2000.0,87,Action,"Action,Crime,Thriller",5.1,140,Below Average (5.0-5.9),Niche (<1K),True,nm0180017,"nm0180017,nm0730356"
tt0195631,Alone with a Stranger,Alone with a Stranger,2000.0,2000.0,90,Drama,"Drama,Thriller",5.1,439,Below Average (5.0-5.9),Niche (<1K),True,nm0487597,"nm0487597,nm0809713"
tt0195685,Erin Brockovich,Erin Brockovich,2000.0,2000.0,131,Biography,"Biography,Drama",7.5,244087,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0001752,nm0335666
tt0195714,Final Destination,Final Destination,2000.0,2000.0,98,Horror,"Horror,Thriller",6.7,332150,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0939128,"nm0604688,nm0939128,nm0714695"
tt0195778,Here on Earth,Here on Earth,2000.0,2000.0,96,Drama,"Drama,Romance",5.2,9266,Below Average (5.0-5.9),Known (1K-10K),True,nm0686184,nm0782739
tt0195857,Kin,Kin,2000.0,2000.0,89,Drama,Drama,5.1,188,Below Average (5.0-5.9),Niche (<1K),True,nm0698378,nm0698378
tt0195944,Newsbreak,Newsbreak,2000.0,2000.0,94,Action,"Action,Drama",4.3,162,Poor (<5.0),Niche (<1K),True,nm0271084,nm0850227
tt0195945,Next Friday,Next Friday,2000.0,2000.0,98,Comedy,Comedy,6.2,47304,Average (6.0-6.9),Popular (10K-50K),True,nm0139867,"nm0001084,nm0690770"
tt0196068,Sam the Man,Sam the Man,2001.0,2000.0,87,Comedy,"Comedy,Drama,Romance",4.8,258,Poor (<5.0),Niche (<1K),True,nm0935095,"nm1353930,nm0460712,nm0001770"
tt0196069,Samsara,Samsara,2001.0,2000.0,138,Adventure,"Adventure,Drama,Romance",7.7,8472,Good (7.0-7.9),Known (1K-10K),True,nm0659023,"nm0659023,nm0048973"
tt0196106,MVP: Most Valuable Primate,MVP: Most Valuable Primate,2000.0,2000.0,93,Comedy,"Comedy,Family,Sport",4.3,2946,Poor (<5.0),Known (1K-10K),True,nm0898547,"nm0898534,nm0898547"
tt0196158,Ticker,Ticker,2001.0,2000.0,92,Action,"Action,Crime,Thriller",3.5,8088,Poor (<5.0),Known (1K-10K),True,nm0089502,nm0546803
tt0196186,I Viceré,I Viceré,2007.0,2000.0,120,Drama,"Drama,History",6.1,417,Average (6.0-6.9),Niche (<1K),True,nm0264967,"nm2688365,nm0264967,nm0313109,nm0691794,nm0116263,nm2716090,nm2715440"
tt0196216,Small Time Crooks,Small Time Crooks,2000.0,2000.0,94,Comedy,"Comedy,Crime",6.7,42448,Average (6.0-6.9),Popular (10K-50K),True,nm0000095,nm0000095
tt0196219,The Wrecking Crew,The Wrecking Crew,2000.0,2000.0,80,Action,"Action,Crime,Drama",2.2,1293,Poor (<5.0),Known (1K-10K),True,nm0089502,nm0089502
tt0196223,The Right Temptation,The Right Temptation,2000.0,2000.0,95,Drama,"Drama,Romance,Thriller",5.4,1533,Below Average (5.0-5.9),Known (1K-10K),True,nm0160952,nm0104487
tt0196229,Zoolander,Zoolander,2001.0,2000.0,90,Comedy,Comedy,6.5,314979,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0001774,"nm0766153,nm0001774,nm0357453"
tt0196267,Cruel Intentions 2,Cruel Intentions 2,2000.0,2000.0,87,Drama,Drama,4.4,16859,Poor (<5.0),Popular (10K-50K),True,nm0474955,"nm0474955,nm0480166"
tt0196614,Hjärta av sten,Hjärta av sten,2000.0,2000.0,79,Action,"Action,Thriller",3.6,1195,Poor (<5.0),Known (1K-10K),True,nm0613318,"nm0613318,nm0257777"
tt0196708,Lockdown,Lockdown,2000.0,2000.0,105,Drama,"Drama,Thriller",6.2,2847,Average (6.0-6.9),Known (1K-10K),True,nm0525141,nm0926211
tt0196723,Forever Lulu,Forever Lulu,2000.0,2000.0,99,Drama,"Drama,Romance",5.6,1579,Below Average (5.0-5.9),Known (1K-10K),True,nm0443329,nm0443329
tt0196811,Olga,Olga,2004.0,2000.0,141,Biography,"Biography,Drama,History",6.5,3980,Average (6.0-6.9),Known (1K-10K),True,nm0598173,"nm0125632,nm1412474"
tt0197072,Escape Under Pressure,Under Pressure,2000.0,2000.0,94,Action,"Action,Drama,Thriller",3.8,682,Poor (<5.0),Niche (<1K),True,nm0671060,"nm0744985,nm0160582"
tt0197096,What's Cooking?,What's Cooking?,2000.0,2000.0,109,Comedy,"Comedy,Drama,Romance",6.8,3143,Average (6.0-6.9),Known (1K-10K),True,nm0149446,"nm0149446,nm0074488"
tt0197299,Black Sea Raid,Black Sea Raid,2000.0,2000.0,82,Action,"Action,Drama",3.7,138,Poor (<5.0),Niche (<1K),True,nm0388302,"nm0668898,nm0388302,nm0930787"
tt0197311,Boesman and Lena,Boesman and Lena,2000.0,2000.0,90,Drama,Drama,5.8,306,Below Average (5.0-5.9),Niche (<1K),True,nm0077587,"nm0297538,nm0077587"
tt0197384,Crime + Punishment in Suburbia,Crime + Punishment in Suburbia,2000.0,2000.0,100,Drama,"Drama,Thriller",5.8,3707,Below Average (5.0-5.9),Known (1K-10K),True,nm0003343,nm0343419
tt0197392,Odd Little Man,Da jeg traff Jesus... med sprettert,2000.0,2000.0,88,Biography,"Biography,Comedy",6.4,418,Average (6.0-6.9),Niche (<1K),True,nm0500404,"nm0127228,nm0500404"
tt0197402,Detector,Detektor,2000.0,2000.0,104,Comedy,"Comedy,Drama",6.7,1469,Average (6.0-6.9),Known (1K-10K),True,nm0413183,nm0517179
tt0197633,Live Freaky Die Freaky,Live Freaky! Die Freaky!,2006.0,2000.0,75,Animation,"Animation,Comedy,Musical",4.8,730,Poor (<5.0),Niche (<1K),True,nm0736286,nm0736286
tt0197644,Loveblind,Loveblind,2000.0,2000.0,99,Drama,"Drama,Romance",4.4,199,Poor (<5.0),Niche (<1K),True,nm1085552,nm0784805
tt0197646,Lush,Lush,2000.0,2000.0,93,Comedy,"Comedy,Drama",4.8,305,Poor (<5.0),Niche (<1K),True,nm0317102,nm0317102
tt0197750,Paranoid,Paranoid,2000.0,2000.0,93,Crime,"Crime,Horror,Thriller",4.0,2484,Poor (<5.0),Known (1K-10K),True,nm0241090,"nm0241090,nm0860170"
tt0197753,Partners in Crime,Partners in Crime,2000.0,2000.0,90,Crime,"Crime,Drama",5.6,599,Below Average (5.0-5.9),Niche (<1K),True,nm0912874,nm0002327
tt0197996,Vampires Anonymous,Vampires Anonymous,2003.0,2000.0,88,Comedy,Comedy,4.9,479,Poor (<5.0),Niche (<1K),True,nm0445730,"nm1475416,nm0445730"
tt0198021,Where the Heart Is,Where the Heart Is,2000.0,2000.0,120,Comedy,"Comedy,Drama,Romance",6.7,38310,Average (6.0-6.9),Popular (10K-50K),True,nm0931285,"nm0304665,nm0541632,nm0504819"
tt0198284,After Sex,After Sex,2000.0,2000.0,96,Comedy,"Comedy,Drama,Romance",4.4,894,Poor (<5.0),Niche (<1K),True,nm0861151,nm0467461
tt0198386,The Crew,The Crew,2000.0,2000.0,88,Comedy,"Comedy,Crime",5.6,6908,Below Average (5.0-5.9),Known (1K-10K),True,nm0227781,nm0266673
tt0198434,The Diver,Dykaren,2000.0,2000.0,97,Thriller,Thriller,3.5,556,Poor (<5.0),Niche (<1K),True,nm0003989,"nm0933449,nm0766643,nm1064755,nm0501988,nm0408553,nm0003989"
tt0198460,Escape to Grizzly Mountain,Escape to Grizzly Mountain,2000.0,2000.0,95,Drama,"Drama,Family,Sci-Fi",5.8,316,Below Average (5.0-5.9),Niche (<1K),True,nm0197824,"nm0172181,nm0216774,nm0003826"
tt0198654,Lijmen/Het been,Lijmen/Het been,2000.0,2000.0,110,Crime,"Crime,Drama",7.0,608,Good (7.0-7.9),Niche (<1K),True,nm0208862,"nm0042684,nm0208862,nm0238782,nm0255715,nm0746170"
tt0198781,"Monsters, Inc.","Monsters, Inc.",2001.0,2000.0,92,Adventure,"Adventure,Animation,Comedy",8.1,1067487,Excellent (8.0+),Blockbuster (100K+ votes),True,"nm0230032,nm0798899,nm0881279","nm0004056,nm0314870,nm0230032,nm0191717,nm0682066,nm0250995"
tt0198893,Passion's Desire,Passion's Desire,2000.0,2000.0,95,Drama,"Drama,Romance,Thriller",4.0,203,Poor (<5.0),Niche (<1K),True,nm0781230,nm0370460
tt0198903,Perfect Fit,Perfect Fit,2000.0,2000.0,103,Comedy,"Comedy,Thriller",5.1,295,Below Average (5.0-5.9),Niche (<1K),True,nm0096025,"nm0235930,nm0269414"
tt0199000,Gripsholm,Gripsholm,2000.0,2000.0,100,Drama,"Drama,History,Romance",6.0,424,Average (6.0-6.9),Niche (<1K),True,nm0002699,"nm0463989,nm0875747"
tt0199007,Secret Pleasures,Secret Pleasures,2002.0,2000.0,90,Drama,"Drama,Romance",4.2,491,Poor (<5.0),Niche (<1K),True,nm0320697,nm0320697
tt0199077,Preferisco il rumore del mare,Preferisco il rumore del mare,2000.0,2000.0,84,Drama,Drama,6.4,340,Average (6.0-6.9),Niche (<1K),True,nm0130691,"nm0116263,nm0130691,nm0772144"
tt0199129,The Visit,The Visit,2000.0,2000.0,107,Drama,Drama,6.4,298,Average (6.0-6.9),Niche (<1K),True,nm0908326,"nm0751277,nm0908326"
tt0199290,3 Strikes,3 Strikes,2000.0,2000.0,82,Comedy,Comedy,4.7,3906,Poor (<5.0),Known (1K-10K),True,nm0690770,nm0690770
tt0199314,About Adam,About Adam,2000.0,2000.0,97,Comedy,"Comedy,Romance",5.8,7000,Below Average (5.0-5.9),Known (1K-10K),True,nm0826437,"nm0826437,nm0862916"
