tconst,primaryTitle,originalTitle,startYear,decade,runtimeMinutes,primaryGenre,genres,averageRating,numVotes,ratingCategory,popularityTier,hasDirector,directors,writers
tt0215232,Table One,Table One,2000.0,2000.0,90,Comedy,Comedy,4.9,266,Poor (<5.0),Niche (<1K),True,nm0106841,nm0106841
tt0215458,Just the Beginning,...und das ist erst der Anfang,2000.0,2000.0,95,Comedy,"Comedy,Romance",5.4,129,Below Average (5.0-5.9),Niche (<1K),True,nm0290470,nm0290470
tt0215516,Nobody's Baby,Nobody's Baby,2001.0,2000.0,110,Comedy,"Comedy,Drama",6.3,1841,Average (6.0-6.9),Known (1K-10K),True,nm0783544,nm0783544
tt0215519,Anna's Summer,Annas Sommer,2001.0,2000.0,107,Drama,Drama,5.5,133,Below Average (5.0-5.9),Niche (<1K),True,nm0576197,nm0576197
tt0215526,Artificial Lies,Artificial Lies,2000.0,2000.0,92,Thriller,Thriller,4.3,157,Poor (<5.0),Niche (<1K),True,nm0316592,nm0927235
tt0215545,Bamboozled,Bamboozled,2000.0,2000.0,135,Comedy,"Comedy,Drama,Music",6.7,13047,Average (6.0-6.9),Popular (10K-50K),True,nm0000490,nm0000490
tt0215679,Cowboys and Angels,Cowboys and Angels,2000.0,2000.0,97,Comedy,"Comedy,Romance",6.1,528,Average (6.0-6.9),Niche (<1K),True,nm0371462,nm0371462
tt0215681,Crazy,Crazy,2000.0,2000.0,97,Drama,Drama,6.6,4620,Average (6.0-6.9),Known (1K-10K),True,nm0772691,"nm0772691,nm0349654,nm0495627"
tt0215715,O Dia da Caça,O Dia da Caça,2000.0,2000.0,113,Action,"Action,Crime,Thriller",6.3,212,Average (6.0-6.9),Niche (<1K),True,nm0333306,"nm0333306,nm0785477"
tt0215727,Downward Angel,Downward Angel,2001.0,2000.0,97,Thriller,Thriller,4.5,150,Poor (<5.0),Niche (<1K),True,nm0507425,nm0507425
tt0215750,Enemy at the Gates,Enemy at the Gates,2001.0,2000.0,131,Action,"Action,Drama,War",7.5,292128,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0000269,"nm0000269,nm0323708"
tt0215757,L'extraterrestre,L'extraterrestre,2000.0,2000.0,93,Comedy,"Comedy,Romance,Sci-Fi",3.5,606,Poor (<5.0),Niche (<1K),True,nm0099828,"nm0016836,nm0099828"
tt0215777,Frau2 sucht HappyEnd,Frau2 sucht HappyEnd,2001.0,2000.0,96,Romance,Romance,6.6,226,Average (6.0-6.9),Niche (<1K),True,nm0074163,"nm0074163,nm5034862"
tt0215841,Hijack Stories,Hijack Stories,2000.0,2000.0,90,Crime,"Crime,Drama",6.4,241,Average (6.0-6.9),Niche (<1K),True,nm0005628,"nm0005628,nm0708837"
tt0215850,Riders,Hochelaga,2000.0,2000.0,130,Crime,"Crime,Drama",7.0,548,Good (7.0-7.9),Niche (<1K),True,nm0422355,nm0422355
tt0215880,Jubilee,Jubilee,2000.0,2000.0,94,Comedy,Comedy,5.8,117,Below Average (5.0-5.9),Niche (<1K),True,nm0403628,"nm0071935,nm0813402"
tt0215941,Love Her Madly,Love Her Madly,2000.0,2000.0,92,Drama,"Drama,Thriller",3.4,144,Poor (<5.0),Niche (<1K),True,nm0544456,"nm0544456,nm0607186,nm0772778,nm0884300"
tt0215965,Manila,Manila,2000.0,2000.0,113,Drama,Drama,5.7,190,Below Average (5.0-5.9),Niche (<1K),True,nm0439732,"nm0439732,nm0456279"
tt0216105,Postmark Paradise,Postmark Paradise,2000.0,2000.0,92,Comedy,Comedy,7.0,120,Good (7.0-7.9),Niche (<1K),True,nm0165580,nm1265058
tt0216196,Angel of Death,Semana Santa,2001.0,2000.0,91,Drama,"Drama,Thriller",4.2,832,Poor (<5.0),Niche (<1K),True,nm0200500,"nm0382130,nm0593697"
tt0216216,The 6th Day,The 6th Day,2000.0,2000.0,123,Action,"Action,Mystery,Sci-Fi",6.0,133485,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0006854,"nm0926727,nm0926729"
tt0216279,Wild About Harry,Wild About Harry,2000.0,2000.0,91,Comedy,"Comedy,Drama,Romance",6.0,572,Average (6.0-6.9),Niche (<1K),True,nm0523276,nm0060792
tt0216417,The Wog Boy,The Wog Boy,2000.0,2000.0,92,Comedy,Comedy,5.8,2408,Below Average (5.0-5.9),Known (1K-10K),True,nm0892630,"nm0025720,nm0316318"
tt0216522,Second Life,Deuxième vie,2000.0,2000.0,100,Comedy,"Comedy,Fantasy",5.2,253,Below Average (5.0-5.9),Niche (<1K),True,nm0105317,"nm0105317,nm0657929"
tt0216578,Murderous Maids,Les blessures assassines,2000.0,2000.0,94,Biography,"Biography,Crime,Drama",6.8,1384,Average (6.0-6.9),Known (1K-10K),True,nm0219156,"nm0219156,nm0702467,nm0396387"
tt0216584,Bob the Butler,Bob the Butler,2005.0,2000.0,90,Comedy,"Comedy,Family",5.6,4441,Below Average (5.0-5.9),Known (1K-10K),True,nm0802551,"nm0939772,nm0543146,nm0802551"
tt0216590,La bostella,La bostella,2000.0,2000.0,95,Comedy,Comedy,5.6,352,Below Average (5.0-5.9),Niche (<1K),True,nm0046347,"nm0046347,nm0736676"
tt0216605,The Captive,La Captive,2000.0,2000.0,118,Drama,"Drama,Music,Romance",6.0,2374,Average (6.0-6.9),Known (1K-10K),True,nm0001901,"nm0001901,nm0209154,nm0698969"
tt0216620,Christina's House,Christina's House,2000.0,2000.0,96,Crime,"Crime,Horror,Mystery",4.4,2590,Poor (<5.0),Known (1K-10K),True,nm0928691,nm0996352
tt0216625,Code Unknown,Code inconnu: Récit incomplet de divers voyages,2000.0,2000.0,118,Drama,Drama,7.1,16321,Good (7.0-7.9),Popular (10K-50K),True,nm0359734,nm0359734
tt0216651,Vampire Hunter D: Bloodlust,Banpaia hantâ D,2000.0,2000.0,103,Action,"Action,Animation,Drama",7.7,40891,Good (7.0-7.9),Popular (10K-50K),True,nm0159109,"nm0452837,nm0159109"
tt0216669,The Day the Ponies Come Back,The Day the Ponies Come Back,2000.0,2000.0,104,Drama,Drama,6.2,120,Average (6.0-6.9),Niche (<1K),True,nm0770234,"nm0147459,nm0770234"
tt0216689,Les Destinées,Les destinées sentimentales,2000.0,2000.0,180,Drama,"Drama,Romance",6.7,1434,Average (6.0-6.9),Known (1K-10K),True,nm0000801,"nm0152819,nm0000801,nm0276466"
tt0216731,Edgeplay,Edgeplay,2004.0,2000.0,110,Documentary,"Documentary,Music",6.9,520,Average (6.0-6.9),Niche (<1K),True,nm0089548,nm0089548
tt0216741,Erkan & Stefan,Erkan & Stefan,2000.0,2000.0,87,Comedy,Comedy,4.9,2443,Poor (<5.0),Known (1K-10K),True,nm0378660,"nm0460542,nm0918336"
tt0216746,Bad Girls from Valley High,Bad Girls from Valley High,2005.0,2000.0,84,Comedy,"Comedy,Romance",3.7,2011,Poor (<5.0),Known (1K-10K),True,nm0470971,"nm0281526,nm0516598,nm0485229"
tt0216750,Total Western,Total Western,2000.0,2000.0,84,Action,"Action,Crime,Drama",6.3,783,Average (6.0-6.9),Niche (<1K),True,nm0733886,"nm0150079,nm0733886"
tt0216772,Turn It Up,Turn It Up,2000.0,2000.0,86,Action,"Action,Crime,Drama",4.1,1524,Poor (<5.0),Known (1K-10K),True,nm0011950,"nm0200062,nm0399799,nm0383748,nm0011950"
tt0216787,The Taste of Others,Le goût des autres,2000.0,2000.0,112,Comedy,"Comedy,Drama,Romance",7.2,11131,Good (7.0-7.9),Popular (10K-50K),True,nm0418450,"nm0418450,nm0045870"
tt0216799,Harrison's Flowers,Harrison's Flowers,2000.0,2000.0,121,Drama,"Drama,Romance,War",7.0,7078,Good (7.0-7.9),Known (1K-10K),True,nm0159402,"nm0255284,nm0159402,nm0494558,nm0441301"
tt0216800,With a Friend Like Harry...,"Harry, un ami qui vous veut du bien",2000.0,2000.0,117,Comedy,"Comedy,Drama,Mystery",7.1,12441,Good (7.0-7.9),Popular (10K-50K),True,nm0596962,"nm0596962,nm0545382,nm0996047"
tt0216841,Jet Set,Jet Set,2000.0,2000.0,106,Comedy,Comedy,4.2,1126,Poor (<5.0),Known (1K-10K),True,nm0648902,"nm0154452,nm0648902,nm0813219,nm0207566"
tt0216851,White Water Fury,Järngänget,2000.0,2000.0,96,Thriller,Thriller,3.9,757,Poor (<5.0),Niche (<1K),True,nm0512501,"nm0349111,nm0392327,nm0512501"
tt0216890,Amazon,Amazone,2000.0,2000.0,88,Adventure,"Adventure,Comedy,Romance",4.8,564,Poor (<5.0),Niche (<1K),True,nm0003606,"nm0003606,nm0296829,nm0228147"
tt0216904,Marie-Line,Marie-Line,2000.0,2000.0,100,Drama,Drama,6.2,229,Average (6.0-6.9),Niche (<1K),True,nm0152831,nm0152831
tt0216911,Most Promising Young Actress,Meilleur espoir féminin,2000.0,2000.0,100,Comedy,Comedy,6.1,1128,Average (6.0-6.9),Known (1K-10K),True,nm0432040,"nm0432040,nm0580698"
tt0216930,My 5 Wives,My 5 Wives,2000.0,2000.0,100,Comedy,Comedy,4.8,2012,Poor (<5.0),Known (1K-10K),True,nm0002089,"nm0001098,nm0059835"
tt0216982,Prison Song,Prison Song,2001.0,2000.0,94,Crime,"Crime,Drama",6.3,747,Average (6.0-6.9),Niche (<1K),True,nm0552140,"nm0552140,nm0702580"
tt0216983,Le prof,Le prof,2000.0,2000.0,100,Comedy,Comedy,4.0,123,Poor (<5.0),Niche (<1K),True,nm0418619,nm0418619
tt0216990,Leaving No Trace,Sin dejar huella,2000.0,2000.0,109,Drama,Drama,6.7,468,Average (6.0-6.9),Niche (<1K),True,nm0636979,nm0636979
tt0217007,Risk,Risk,2000.0,2000.0,93,Crime,"Crime,Drama,Thriller",6.1,559,Average (6.0-6.9),Niche (<1K),True,nm0924429,"nm0035768,nm0452291,nm0942822,nm0004327,nm0924471"
tt0217019,Sade,Sade,2000.0,2000.0,100,Biography,"Biography,Drama,History",6.0,1930,Average (6.0-6.9),Known (1K-10K),True,nm0415245,"nm0104247,nm0276466,nm0591597"
tt0217031,Second to Die,Second to Die,2002.0,2000.0,89,Thriller,Thriller,4.9,446,Poor (<5.0),Niche (<1K),True,nm0003957,"nm0604682,nm0233162,nm0035600"
tt0217084,Exam,Examen,2003.0,2000.0,90,Drama,Drama,7.6,723,Good (7.0-7.9),Niche (<1K),True,nm0613305,nm0613305
tt0217086,Devil in the Flesh 2,Devil in the Flesh 2,2000.0,2000.0,92,Horror,"Horror,Thriller",4.7,1698,Poor (<5.0),Known (1K-10K),True,nm0818542,nm0104631
tt0217100,Toutes les nuits,Toutes les nuits,2001.0,2000.0,112,Drama,Drama,7.3,328,Good (7.0-7.9),Niche (<1K),True,nm0337833,"nm0337833,nm0281306"
tt0217107,Trois,Trois,2000.0,2000.0,93,Drama,"Drama,Romance,Thriller",4.0,807,Poor (<5.0),Niche (<1K),True,nm0362734,"nm0362734,nm0655510,nm0694483,nm1111249"
tt0217119,A Matter of Taste,Une affaire de goût,2000.0,2000.0,90,Crime,"Crime,Drama,Thriller",6.9,1770,Average (6.0-6.9),Known (1K-10K),True,nm0710830,"nm0050524,nm0710830,nm0851522"
tt0217132,La vie moderne,La vie moderne,2000.0,2000.0,123,Drama,Drama,6.1,241,Average (6.0-6.9),Niche (<1K),True,nm0274262,"nm0274262,nm0346667,nm0449621"
tt0217135,Vortex,Vortex,2001.0,2000.0,63,Sci-Fi,Sci-Fi,5.9,357,Below Average (5.0-5.9),Niche (<1K),True,nm0688354,nm0688354
tt0217168,Tomorrow's Another Day,Ça ira mieux demain,2000.0,2000.0,89,Comedy,"Comedy,Drama",6.0,568,Average (6.0-6.9),Niche (<1K),True,nm0479738,nm0479738
tt0217287,Boricua's Bond,Boricua's Bond,2000.0,2000.0,105,Drama,Drama,3.7,314,Poor (<5.0),Niche (<1K),True,nm0510132,nm0510132
tt0217319,Chasing Holden,Chasing Holden,2003.0,2000.0,104,Crime,"Crime,Drama",5.2,501,Below Average (5.0-5.9),Niche (<1K),True,nm0164885,nm0437088
tt0217331,The Convent,The Convent,2000.0,2000.0,79,Comedy,"Comedy,Horror",5.2,3523,Below Average (5.0-5.9),Known (1K-10K),True,nm0579079,nm0026508
tt0217355,Dancing at the Blue Iguana,Dancing at the Blue Iguana,2000.0,2000.0,123,Drama,"Drama,Mystery",5.7,4377,Below Average (5.0-5.9),Known (1K-10K),True,nm0705535,"nm0705535,nm0513197"
tt0217505,Gangs of New York,Gangs of New York,2002.0,2000.0,167,Crime,"Crime,Drama",7.5,502899,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0000217,"nm0168379,nm0001873,nm0518836"
tt0217570,Inbetweeners,Inbetweeners,2001.0,2000.0,91,Comedy,"Comedy,Romance",4.3,296,Poor (<5.0),Niche (<1K),True,nm0279441,nm0279441
tt0217621,The List,The List,2000.0,2000.0,93,Thriller,Thriller,4.6,494,Poor (<5.0),Niche (<1K),True,nm0349847,"nm0321021,nm0349847"
tt0217629,Looking for Alibrandi,Looking for Alibrandi,2000.0,2000.0,103,Comedy,"Comedy,Drama,Romance",7.0,3796,Good (7.0-7.9),Known (1K-10K),True,nm0940668,nm0545551
tt0217630,Loser,Loser,2000.0,2000.0,98,Comedy,"Comedy,Romance",5.4,31961,Below Average (5.0-5.9),Popular (10K-50K),True,nm0002132,nm0002132
tt0217643,Mallboy,Mallboy,2000.0,2000.0,84,Drama,Drama,6.1,151,Average (6.0-6.9),Niche (<1K),True,nm0316414,nm0316414
tt0217654,Militia,Militia,2000.0,2000.0,89,Action,"Action,Adventure",3.4,858,Poor (<5.0),Niche (<1K),True,nm0691061,"nm0490370,nm0676248"
tt0217686,The New Women,The New Women,2001.0,2000.0,89,Comedy,"Comedy,Sci-Fi",6.6,108,Average (6.0-6.9),Niche (<1K),True,nm0400968,"nm0248119,nm0400968"
tt0217756,Ready to Rumble,Ready to Rumble,2000.0,2000.0,107,Comedy,"Comedy,Sport",5.4,16155,Below Average (5.0-5.9),Popular (10K-50K),True,nm0005367,nm0109359
tt0217758,Red Letters,Red Letters,2000.0,2000.0,103,Crime,"Crime,Drama",5.2,687,Below Average (5.0-5.9),Niche (<1K),True,nm0061376,"nm1418757,nm0061376"
tt0217780,Sandy Hook Lingerie Party Massacre,Sandy Hook Lingerie Party Massacre,2000.0,2000.0,88,Comedy,"Comedy,Horror",2.9,164,Poor (<5.0),Niche (<1K),True,nm0065776,nm0065776
tt0217787,Searching for Paradise,Searching for Paradise,2002.0,2000.0,88,Drama,Drama,5.4,219,Below Average (5.0-5.9),Niche (<1K),True,nm0655389,nm0655389
tt0217788,Secret Society,Secret Society,2000.0,2000.0,98,Comedy,Comedy,5.4,192,Below Average (5.0-5.9),Niche (<1K),True,nm0453993,"nm0453993,nm0569621"
tt0217802,Silver Man,Silver Man,2003.0,2000.0,98,Crime,"Crime,Drama,Fantasy",4.3,244,Poor (<5.0),Niche (<1K),True,nm0003328,nm0762561
tt0217824,Goodbye Charlie Bright,Goodbye Charlie Bright,2001.0,2000.0,87,Comedy,"Comedy,Drama",6.3,1899,Average (6.0-6.9),Known (1K-10K),True,nm0522393,"nm0522393,nm1017122"
tt0217869,Unbreakable,Unbreakable,2000.0,2000.0,106,Drama,"Drama,Mystery,Sci-Fi",7.3,465957,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0796117,nm0796117
tt0217978,'R Xmas,'R Xmas,2001.0,2000.0,85,Crime,"Crime,Drama,Thriller",5.7,1770,Below Average (5.0-5.9),Known (1K-10K),True,nm0001206,"nm0968962,nm0001206,nm0970630"
tt0217979,Ablaze,Ablaze,2001.0,2000.0,97,Action,"Action,Drama,Thriller",3.4,790,Poor (<5.0),Niche (<1K),True,nm0691061,nm0490370
tt0218000,Another Life,Another Life,2001.0,2000.0,101,Crime,"Crime,Drama,Romance",6.2,708,Average (6.0-6.9),Niche (<1K),True,nm0328922,nm0328922
tt0218032,The Beatnicks,The Beatnicks,2001.0,2000.0,98,Comedy,Comedy,5.3,217,Below Average (5.0-5.9),Niche (<1K),True,nm0931077,"nm0048801,nm0931077"
tt0218053,Black Friday,Black Friday,2001.0,2000.0,95,Action,Action,3.2,247,Poor (<5.0),Niche (<1K),True,nm0229544,"nm0229544,nm0414405,nm0718630"
tt0218067,The Calling,The Calling,2000.0,2000.0,89,Horror,"Horror,Thriller",4.4,2188,Poor (<5.0),Known (1K-10K),True,nm0128375,"nm0723468,nm0301352"
tt0218080,Agent Red,Agent Red,2000.0,2000.0,95,Action,"Action,Drama,Thriller",3.4,1443,Poor (<5.0),Known (1K-10K),True,"nm0006860,nm0691061","nm0076791,nm0490370,nm0006860"
tt0218107,Circuit,Circuit,2001.0,2000.0,130,Drama,"Drama,Romance",5.7,1216,Below Average (5.0-5.9),Known (1K-10K),True,nm0787257,"nm0385987,nm0787257"
tt0218108,Circleen: Mice and Romance,Cirkeline 2: Ost og kærlighed,2000.0,2000.0,60,Animation,"Animation,Family",6.3,137,Average (6.0-6.9),Niche (<1K),True,nm0368645,"nm0368644,nm0368645"
tt0218112,American Women,The Closer You Get,2000.0,2000.0,90,Comedy,Comedy,6.2,1583,Average (6.0-6.9),Known (1K-10K),True,nm0728522,"nm0915325,nm0412470"
tt0218126,Critical Mass,Critical Mass,2001.0,2000.0,95,Action,"Action,Thriller",3.6,550,Poor (<5.0),Niche (<1K),True,nm0676248,nm0003152
tt0218138,Dead Babies,Dead Babies,2000.0,2000.0,101,Comedy,Comedy,4.6,883,Poor (<5.0),Niche (<1K),True,nm0550687,"nm0025007,nm0550687"
tt0218141,Deeply,Deeply,2000.0,2000.0,101,Drama,"Drama,Fantasy,Mystery",5.9,1859,Below Average (5.0-5.9),Known (1K-10K),True,nm0255910,nm0255910
tt0218182,An Everlasting Piece,An Everlasting Piece,2000.0,2000.0,103,Comedy,Comedy,6.2,1814,Average (6.0-6.9),Known (1K-10K),True,nm0001469,nm0568559
tt0218298,Get Your Stuff,Get Your Stuff,2000.0,2000.0,93,Comedy,"Comedy,Drama",5.7,650,Below Average (5.0-5.9),Niche (<1K),True,nm0593592,nm0593592
tt0218323,Hard Luck,Hard Luck,2001.0,2000.0,84,Adventure,"Adventure,Drama,Family",4.6,354,Poor (<5.0),Niche (<1K),True,nm0748339,nm0364963
tt0218378,The Claim,The Claim,2000.0,2000.0,120,Drama,"Drama,Romance,Western",6.3,7122,Average (6.0-6.9),Known (1K-10K),True,nm0935863,"nm0101639,nm0362762"
tt0218379,Kippur,Kippur,2000.0,2000.0,117,Drama,"Drama,War",6.3,2043,Average (6.0-6.9),Known (1K-10K),True,nm0321159,"nm0321159,nm0763035"
tt0218390,The Last Place on Earth,The Last Place on Earth,2002.0,2000.0,88,Comedy,"Comedy,Drama",5.9,220,Below Average (5.0-5.9),Niche (<1K),True,nm0806121,nm0806121
tt0218411,The Long Run,The Long Run,2001.0,2000.0,112,Drama,"Drama,Sport",5.7,390,Below Average (5.0-5.9),Niche (<1K),True,nm0829490,nm0693089
tt0218426,Marine Life,Marine Life,2000.0,2000.0,95,Comedy,"Comedy,Drama",5.5,167,Below Average (5.0-5.9),Niche (<1K),True,nm0923768,"nm0841039,nm0287069,nm0487080"
tt0218533,Pukar,Pukar,2000.0,2000.0,176,Action,"Action,Drama,Romance",6.7,2805,Average (6.0-6.9),Known (1K-10K),True,nm0764316,"nm0222422,nm0706953,nm0707304,nm0764316"
tt0218559,Room to Rent,Room to Rent,2000.0,2000.0,95,Comedy,Comedy,6.1,593,Average (6.0-6.9),Niche (<1K),True,nm0015706,"nm0015706,nm0571469"
tt0218561,Ropewalk,Ropewalk,2000.0,2000.0,90,Comedy,"Comedy,Drama,Romance",5.4,104,Below Average (5.0-5.9),Niche (<1K),True,nm0114226,nm0114226
tt0218581,Scarlet Diva,Scarlet Diva,2000.0,2000.0,90,Drama,Drama,5.0,2962,Below Average (5.0-5.9),Known (1K-10K),True,nm0000782,nm0000782
tt0218616,Some Voices,Some Voices,2000.0,2000.0,101,Comedy,"Comedy,Drama",6.6,1576,Average (6.0-6.9),Known (1K-10K),True,nm0148116,nm0671856
tt0218619,Soul Survivors,Soul Survivors,2001.0,2000.0,84,Horror,"Horror,Mystery,Thriller",4.0,10198,Poor (<5.0),Popular (10K-50K),True,nm0139461,nm0139461
tt0218625,The St. Francisville Experiment,The St. Francisville Experiment,2000.0,2000.0,79,Horror,"Horror,Mystery,Thriller",3.9,1872,Poor (<5.0),Known (1K-10K),True,nm0138609,
tt0218641,Submerged,Submerged,2000.0,2000.0,95,Action,Action,3.3,909,Poor (<5.0),Niche (<1K),True,nm0676248,nm0490370
tt0218727,A Woman's a Helluva Thing,A Woman's a Helluva Thing,2001.0,2000.0,89,Comedy,"Comedy,Drama,Romance",4.9,165,Poor (<5.0),Niche (<1K),True,nm0394212,nm0394212
tt0218741,Just Run!,¿Tú qué harías por amor?,2000.0,2000.0,90,Drama,"Drama,Romance",5.7,148,Below Average (5.0-5.9),Niche (<1K),True,nm0767017,"nm0143001,nm0143005,nm0143006,nm0767017"
tt0218800,Two Thousand and None,Two Thousand and None,2000.0,2000.0,94,Comedy,"Comedy,Drama",5.7,272,Below Average (5.0-5.9),Niche (<1K),True,nm0660889,nm0660889
tt0218817,Antitrust,Antitrust,2001.0,2000.0,108,Action,"Action,Crime,Drama",6.1,31290,Average (6.0-6.9),Popular (10K-50K),True,nm0398185,nm0291442
tt0218822,Such Is Life,Así es la vida...,2000.0,2000.0,98,Drama,"Drama,Romance",6.3,370,Average (6.0-6.9),Niche (<1K),True,nm0728149,"nm0305481,nm0784172"
tt0218824,The Asylum,The Asylum,2000.0,2000.0,99,Drama,"Drama,Horror,Thriller",4.2,164,Poor (<5.0),Niche (<1K),True,nm0003034,nm0003034
tt0218839,Best in Show,Best in Show,2000.0,2000.0,90,Comedy,Comedy,7.5,74695,Good (7.0-7.9),Major (50K-100K),True,nm0001302,"nm0001302,nm0506405"
tt0218864,Buying the Cow,Buying the Cow,2002.0,2000.0,88,Comedy,"Comedy,Romance",5.8,7849,Below Average (5.0-5.9),Known (1K-10K),True,nm0065608,"nm0065608,nm1378028"
tt0218922,Original Sin,Original Sin,2001.0,2000.0,116,Crime,"Crime,Drama,Mystery",6.0,63284,Average (6.0-6.9),Major (50K-100K),True,nm0188165,"nm0409997,nm0188165"
tt0218967,The Family Man,The Family Man,2000.0,2000.0,125,Comedy,"Comedy,Drama,Fantasy",6.9,130491,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0711840,"nm0224601,nm0919289"
tt0218978,Forbidden Highway,Forbidden Highway,2001.0,2000.0,104,Comedy,"Comedy,Crime,Romance",5.0,127,Below Average (5.0-5.9),Niche (<1K),True,nm0003917,"nm0331355,nm0924471"
tt0219152,Bleeder,Macbeth-Sangrador,2000.0,2000.0,86,Drama,Drama,7.1,119,Good (7.0-7.9),Niche (<1K),True,nm0378046,"nm0378046,nm0000636"
tt0219171,Ripley Under Ground,Ripley Under Ground,2005.0,2000.0,101,Crime,"Crime,Drama,Thriller",5.9,3083,Below Average (5.0-5.9),Known (1K-10K),True,nm0006854,"nm0383604,nm0380819,nm0922799"
tt0219175,Mexico City,Mexico City,2000.0,2000.0,90,Crime,"Crime,Drama,Mystery",5.5,611,Below Average (5.0-5.9),Niche (<1K),True,nm0791672,"nm0791672,nm0827746"
tt0219210,The Night Larry Kramer Kissed Me,The Night Larry Kramer Kissed Me,2000.0,2000.0,81,Comedy,"Comedy,Drama",5.5,189,Below Average (5.0-5.9),Niche (<1K),True,nm0456693,nm0236879
tt0219214,Novye Bremenskiye,Novye Bremenskiye,2000.0,2000.0,56,Animation,"Animation,Family,Fantasy",3.8,278,Poor (<5.0),Niche (<1K),True,nm0331004,nm0515106
tt0219272,Redemption of the Ghost,Redemption of the Ghost,2002.0,2000.0,111,Drama,Drama,5.5,258,Below Average (5.0-5.9),Niche (<1K),True,nm0295345,"nm0132362,nm0081074"
tt0219288,Loners,Samotári,2000.0,2000.0,103,Comedy,Comedy,7.5,3436,Good (7.0-7.9),Known (1K-10K),True,nm0648576,"nm0196450,nm0954500"
tt0219327,Strictly Sinatra,Strictly Sinatra,2001.0,2000.0,97,Drama,"Drama,Music,Romance",5.7,581,Below Average (5.0-5.9),Niche (<1K),True,nm0134922,nm0134922
tt0219333,Suspicious River,Suspicious River,2000.0,2000.0,92,Drama,Drama,5.7,894,Below Average (5.0-5.9),Niche (<1K),True,nm0832369,"nm0440641,nm0832369"
tt0219336,Scandal: 15 Minutes of Fame,Scandal: 15 Minutes of Fame,2001.0,2000.0,92,Crime,Crime,4.5,121,Poor (<5.0),Niche (<1K),True,nm0371858,nm0371858
tt0219369,Un ange,Un ange,2001.0,2000.0,120,Action,"Action,Crime,Drama",5.5,197,Below Average (5.0-5.9),Niche (<1K),True,nm0183984,"nm0235502,nm0661272,nm0758161,nm0900367"
tt0219374,Unconditional Love,Unconditional Love,2002.0,2000.0,124,Comedy,"Comedy,Drama,Musical",6.7,4260,Average (6.0-6.9),Known (1K-10K),True,nm0389591,"nm0602104,nm0389591"
tt0219400,Waking Up in Reno,Waking Up in Reno,2002.0,2000.0,91,Comedy,"Comedy,Romance",5.5,6510,Below Average (5.0-5.9),Known (1K-10K),True,nm0103655,"nm0109785,nm0269226"
tt0219405,Waydowntown,Waydowntown,2000.0,2000.0,87,Comedy,Comedy,6.7,1937,Average (6.0-6.9),Known (1K-10K),True,nm0122672,"nm0122672,nm0552460,nm0572409"
tt0219408,The Whole Shebang,The Whole Shebang,2001.0,2000.0,97,Comedy,"Comedy,Romance",5.7,483,Below Average (5.0-5.9),Niche (<1K),True,nm0004043,"nm0745087,nm0004043"
tt0219469,Above Suspicion,Above Suspicion,2000.0,2000.0,92,Drama,Drama,5.9,701,Below Average (5.0-5.9),Niche (<1K),True,nm0478943,nm0478943
tt0219519,Beyond Suspicion,Auggie Rose,2000.0,2000.0,109,Drama,"Drama,Mystery,Romance",6.3,1834,Average (6.0-6.9),Known (1K-10K),True,nm0845860,nm0845860
tt0219636,Dancing in September,Dancing in September,2000.0,2000.0,107,Drama,Drama,6.3,513,Average (6.0-6.9),Niche (<1K),True,nm0090066,nm0090066
tt0219640,Daybreak,Daybreak,2000.0,2000.0,94,Action,"Action,Adventure,Drama",4.1,459,Poor (<5.0),Niche (<1K),True,nm0671060,"nm0054547,nm1027640,nm0744985"
tt0219653,Dracula 2000,Dracula 2000,2000.0,2000.0,99,Action,"Action,Fantasy,Horror",4.9,38652,Poor (<5.0),Popular (10K-50K),True,nm0527261,"nm0812373,nm0527261"
